,date,SPY,KLAC,DAIO,ADBE,HCSG,HOLX,CSCO,SEIC,KTCC,CTAS,XLNX,CELG,TROW,LYTS,LRCX
601,3/24/17,232.725082,95.61,4.966,127.335,42.25,42.17,34.04,50.3,7.15,125.03,58.75,123.16,67.68,9.7399,127.08
602,3/27/17,232.486252,95.9,4.9,128.58,42.315,42.69,33.99,50.02,7.2,125.04,58.23,125.28,67.54,9.86,128.13
603,3/28/17,234.178009,95.79,4.96,128.93,42.3,42.52,34.06,50.79,7.25,126.29,57.985,124.468,68.54,9.78,127.728
604,3/29/17,234.396927,95.105,4.9808,129.47,42.5011,42.615,33.735,50.49,7.3174,126.45,57.915,124.2,67.98,9.7,127.82
605,3/30/17,235.143295,95.62,4.98,129.67,42.9,42.74,33.77,50.3,7.2001,127.34,57.91,124.44,68.2,9.91,128.63
606,3/31/17,234.595978,95.32,4.9901,130.44,43.34,42.69,33.83,50.65,7.25,126.92,57.62,124.4,68.19,10.15,128.85
607,4/3/17,234.187958,96.25,4.94,129.79,41.9,42.96,33.5847,49.74,7.2501,125.02,57.085,124.782,68.02,9.73,128.56
608,4/4/17,234.337219,96.53,4.85,129.91,41.49,42.35,33.31,49.94,7.1501,124.55,57.265,124.37,68.15,9.425,128.58
609,4/5/17,233.640625,95.98,4.89,129.77,41.52,42.54,33.055,50.51,7.21,123.99,56.82,124.365,68.86,9.35,128
610,4/6/17,234.297424,95.79,4.83,129.96,41.32,42.41,33.09,50.65,7.22,123.06,56.32,124.09,69.23,9.42,128.39
611,4/7/17,234.058578,96.57,4.9,130.24,41.29,42.81,33.067,50.89,7.16,122.59,56.61,125.93,69.64,9.66,129.26
612,4/10/17,234.197906,96.48,4.96,130.06,41.34,42.41,32.985,51.04,7.29,122.63,56.0951,126.03,70.24,9.69,128.96
613,4/11/17,233.919266,95.1,4.985,129.68,42.04,42.5,32.835,51.53,7.2999,122.57,55.72,124.51,69.825,9.65,126.71
614,4/12/17,232.894257,95.32,4.84,129.41,45.69,42.48,32.6,51.3,7.28,122.3,55.18,125.44,70.44,9.36,126.26
615,4/13/17,231.381638,95.36,4.89,129.46,44.94,42.52,32.539,51.4801,7.15,121.93,55.79,124.85,70.57,9.2,125.41
616,4/17/17,233.431656,95.58,4.8377,129.82,45.12,42.625,32.58,52.01,7.25,122.718,55.9001,125,71.38,9.29,127.186
617,4/18/17,232.735031,94.69,4.75,129.94,45.3,42.25,32.62,52.0997,7.505,122.51,56.43,122.91,71.32,9.44,127.5
618,4/19/17,232.307129,97.15,4.74,130.167,45.45,42.7,32.65,52.11,7.21,122.21,56.75,122.98,71.82,9.51,135.37
619,4/20/17,234.197906,98.62,4.74,131.622,45.72,43.24,32.9012,51.29,7.32,123.04,57.62,123.6,72.2,9.26,139.45
620,4/21/17,233.451538,98.34,4.778,131.376,45.94,43.17,32.795,50.32,7.15,123.14,57.75,121.971,71.79,9.4,139.91
621,4/24/17,236.019028,100.91,4.75,132.88,46.41,44.25,33.3,50.91,7.2,125.28,60.5,123.21,72.78,9.84,142.65
622,4/25/17,237.392334,101.745,4.76,133.62,46.7,44.54,33.47,50.8,7.21,125.03,60.66,126.092,69.56,9.76,145.78
623,4/26/17,237.243057,101.02,4.75,133,46.69,44.62,33.455,50.98,7.2501,124.88,59.99,125.545,70.52,9.65,145.6
624,4/27/17,237.442093,104.015,4.8299,133.28,46.62,44.525,33.815,50.89,7.36,123.899,64.225,124.01,70.62,9.32,147.11
625,4/28/17,236.924606,98.15,4.761,133.83,45.95,45.19,34.015,50.69,7.92,122.68,62.871,123.85,70.83,9.02,144.75
626,5/1/17,237.521698,99.21,4.83,135.16,46.25,45.291,33.99,50.73,7.89,121.54,63.28,124.46,70.55,8.82,149.25
627,5/2/17,237.611267,99.39,4.81,135.07,45.935,45.3,34.165,50.45,7.8,121.68,62.6701,123.68,71.27,8.98,149.02
628,5/3/17,237.322662,99.43,4.79,134.655,45.6,45.21,34.265,50.39,6.9,120.57,62.5,123.43,71.735,8.8,149.79
629,5/4/17,237.601303,100.518,4.76,134.8,45.27,45.11,34.17,51,6.87,121.71,62.89,124.354,71.65,8.97,150.26
630,5/5/17,238.536743,100.84,5.9004,134.73,45.6,44.9,34.34,51.4,6.89,122.88,63.38,122.04,71.73,8.89,149.72
631,5/8/17,238.496948,100.58,6.1,134.925,45.71,45.24,34.225,51.39,6.87,120.82,64.68,117.76,71.005,8.89,149.21
632,5/9/17,238.278015,100.86,6.18,135.52,45.52,45.62,33.909,51.23,6.89,121.47,64.88,119.737,71.425,8.85,150.675
633,5/10/17,238.705917,100.64,6.685,136.32,46.115,45.795,33.635,51.31,6.9,121.39,64.6,119.64,71.87,8.89,149.328
634,5/11/17,238.218307,100.49,6.88,135.99,45.865,43.54,33.615,51.4,6.89,122.23,64.6003,119.18,71.18,8.67,149.94
635,5/12/17,237.820236,99.59,6.8201,136.89,45.63,42.595,33.355,51.23,6.84,122.23,64.095,119.3,71.15,8.61,148.98
636,5/15/17,239.133835,101.48,6.82,137.39,46.1,43.32,34.26,51.35,6.85,122.45,64.7,118.96,71.91,8.8697,151.15
637,5/16/17,238.914902,102.05,7.1999,137.995,46.13,43.345,34.235,51.38,6.83,122.23,65.315,119.39,71.645,8.71,152.046
638,5/17/17,234.675583,100.18,7.2527,134.58,45.996,42.96,34.065,49.76,6.85,120.62,65.1,117.34,69.3,8.46,148.61
639,5/18/17,235.620972,100.66,7.28,134.355,45.94,43.1,31.1001,49.91,6.86,120.68,65.77,117.54,69.695,8.51,149.71
640,5/19/17,237.153488,101.885,7.3,136.31,46.52,43.005,31.215,50.1,6.8,120.995,66.51,117.045,70.54,8.6,151.8
641,5/22/17,238.35762,102.62,7.88,138.89,46.93,43.15,31.835,50.03,6.79,121.69,67.32,115.53,71.125,8.65,152.54
642,5/23/17,238.885056,102.49,7.9,139.64,47.36,42.81,31.625,49.96,6.74,122.466,63.78,117.45,71.12,8.8,153.11
643,5/24/17,239.442337,103.38,7.8,140.97,47.15,43,31.41,49.84,6.73,124.8,64.38,117.54,68.62,8.57,152.728
644,5/25/17,240.586746,104.86,7.9,143.04,47.29,43.47,31.47,50.31,6.7851,125.48,65.59,116.97,69.845,8.57,153.76
645,5/26/17,240.537003,104.75,7.97,141.73,47.0321,43.39,31.4401,50.17,6.73,125.26,65.815,117.108,69.76,8.63,155.33
646,5/30/17,240.328018,104.571,8.05,142.495,47.1,43.045,31.735,49.85,6.87,124.49,65.56,115.31,69.79,8.88,156.632
647,5/31/17,240.268311,103.75,7.99,141.87,47.8699,43.215,31.515,49.865,6.75,125.7,66.62,114.22,70.3701,8.63,155.66
648,6/1/17,242.178986,104.68,8.45,141.27,48.44,44.325,31.7557,50.9,6.75,126.52,66.33,116.43,71.595,8.96,155.93
649,6/2/17,242.985046,105.61,8.59,143.34,49.86,45.04,31.99,51.38,6.7101,128.54,66.9,118.84,71.4799,9.08,158.606
650,6/5/17,242.805939,106.365,8.2401,143.728,49.3,44.88,31.685,51.8551,6.8,127.05,67.09,118.12,71.74,8.91,160.33
651,6/6/17,242.029724,107.27,8.12,143.04,47.48,44.41,31.62,51.59,6.76,124.88,67.325,116.73,71.11,8.85,160.91
652,6/7/17,242.477539,108.76,7.81,143.39,47.31,45.0806,31.5338,51.68,6.78,124.61,67.755,117.64,71.99,8.89,162.09
653,6/8/17,242.596939,108.46,8.13,142.14,47.545,45.11,31.725,51.67,6.78,123.41,67.915,116.59,72,9.15,164.405
654,6/9/17,242.228745,102.16,7.87,137.7,47.72,44.69,31.345,52.03,6.76,123.49,65.545,118.785,72.87,9.37,158.3
655,6/12/17,242.178986,100.22,7.8,136.75,47.7701,44.11,31.1925,52.74,6.74,126.07,64.06,119.2,73.71,9.15,153.85
656,6/13/17,243.36322,101.15,7.95,138.984,48.07,44.545,31.76,53.615,6.83,127.47,64.695,119.77,73.3351,9.14,154.82
657,6/14/17,243.054718,98,7.5894,137.379,47.61,44.565,31.44,53.9874,6.8593,127.89,64.73,121.01,73.18,9.03,151.46
658,6/15/17,242.587006,97.21,7.69,137.69,47.93,44.78,31.5544,54.09,6.81,127.98,64.88,120.555,73.29,9.29,148.33
659,6/16/17,242.639999,97.31,7.75,137.59,47.741,44.22,31.465,54.27,6.829,130.01,64.54,122.19,73.26,9.04,147.84
660,6/19/17,244.660004,101.22,8,139.77,47.83,45.025,31.985,54.12,6.7301,131.08,65.81,125.435,73.98,9.11,150.69
661,6/20/17,243.009995,97.98,8.22,141.41,47.81,45.5,31.9499,53.63,6.77,129.97,65.36,126.53,73.4799,9.01,150.54
662,6/21/17,242.949997,97.95,8.35,144.08,47.32,45.73,31.8399,53.32,6.75,129.61,65.96,133.3,73.17,8.74,151.12
663,6/22/17,242.839996,97.08,9.01,144.23,47.1,46.58,31.99,52.905,6.8,129.61,66.75,133.68,73.345,8.68,150.34
664,6/23/17,243.130005,97.52,8.91,145.14,47.54,46.07,32.095,52.92,6.88,129.26,67.2564,133.61,73.52,8.76,152.27
665,6/26/17,243.289993,96.42,8.91,145.12,47.415,46.11,32.2701,53.2,6.7701,129.38,67.5,133.776,73.91,8.8,149.55
666,6/27/17,241.330002,94.01,8.2744,142.819,47.25,45.6,31.91,52.99,6.99,126.44,65.435,131.97,74.245,9.02,145.02
667,6/28/17,243.490005,95.91,8.13,143.82,47.92,45.79,32.155,54.18,7.27,126.84,65.9339,134.261,75.14,9.22,148.06
668,6/29/17,241.350006,92.365,7.87,141.39,46.605,45.45,31.435,53.64,7.15,124.54,64.27,131.44,74.21,9.2018,142.06
669,6/30/17,241.800003,91.92,7.9673,142.56,46.97,45.48,31.415,53.975,7.01,126.4,64.61,130.27,74.48,9.1,142.17
670,7/3/17,242.210007,91.55,7.8,138,47.01,44.73,31.33,53.63,7,125.99,63.46,130.01,75.1,9.12,139.96
671,7/5/17,242.770004,92.2318,7.81,140.97,46.56,45.275,31.115,54.195,7.05,126.29,64.58,133.005,75.355,8.95,142.05
672,7/6/17,240.550003,92.27,8.13,140.468,45.95,44.64,30.72,53.46,7,123.56,64.35,131.51,74.22,8.9,143.51
673,7/7/17,242.110001,94.42,8.32,142.28,46.59,45.01,30.965,53.97,7.16,126.2,65.24,132.79,76.01,8.94,148.74
674,7/10/17,242.369995,95.42,8.469,143.625,46.23,44.86,31.015,54.4,7.2,126.82,67.06,132.005,77.08,8.84,150.79
675,7/11/17,242.190002,96.77,8.295,143.17,46.54,44.465,31.09,54.92,7.14,126.2,67.585,132.65,75.2115,8.72,153.72
676,7/12/17,244.009995,97.685,8.294,145.778,51.475,45.075,31.23,55.08,7.11,127.09,68.29,133.41,75.615,8.86,154.544
677,7/13/17,244.419998,97.26,8.46,145.14,52.31,44.85,31.22,55.285,7.1201,126.35,68.03,135.15,79.39,8.84,154.79
678,7/14/17,245.559998,99.2959,8.3989,146.35,52.79,45.22,31.405,55.87,7.11,126.83,65.94,134.66,80.595,9.11,157.18
679,7/17/17,245.529999,99.04,8.75,146.42,52.185,44.56,31.48,55.21,7.12,126.4,65.82,134.86,80.03,9.04,156.7
680,7/18/17,245.660004,99.35,9.29,147.81,52.34,44.955,31.44,55.76,7.24,125.53,65.39,134.22,80.08,9.02,159.2
681,7/19/17,246.990005,101.4,9.3256,149.21,52.64,45.275,31.945,55.9,7.26,126.12,64.945,134.84,80.915,9.03,164.43
682,7/20/17,247.100006,101.61,9.146,149.62,52.89,45.41,31.885,56.05,7.29,126.76,65.79,136.43,81.17,9.02,164.62
683,7/21/17,246.880005,99.85,9.336,149.44,53.57,44.98,31.835,55.803,7.2899,137.26,64.76,137.677,80.801,8.85,162.861
684,7/24/17,246.820007,100.31,9.37,149.64,53.735,45.225,31.895,56.49,7.2679,137.12,64.295,137.98,81.09,8.81,164.337
685,7/25/17,247.419998,99.05,9.5601,148.455,53.835,45.13,32.155,57.165,7.3,137.09,64.305,136.76,84.08,8.675,164.41
686,7/26/17,247.429993,100.62,9.6299,149.54,53.7,45.105,31.595,56.68,7.27,137.17,65.255,137.36,85.055,8.4199,168.25
687,7/27/17,247.199997,99.07,9.09,145.29,53.06,44.35,31.3961,55.2298,7.295,135.37,63.57,133.382,82.0422,8.18,163.1
688,7/28/17,246.910004,94.45,8.35,146.71,52.9,44.15,31.515,56.06,7.26,135.71,63.76,133.81,82.41,8.38,162.05
689,7/31/17,246.770004,92.81,7.9,146.377,52.59,44.15,31.5,56.58,7.27,135.31,63.51,135.6,82.93,8.43,159.42
690,8/1/17,247.320007,92.34,8.05,147.3,52.309,44.15,31.58,56.49,7.339,135.51,63.71,135.35,83.03,8.37,157.38
691,8/2/17,247.440002,90.33,7.81,146.625,51.65,43.665,31.445,56.21,7.35,135.43,62.29,134.746,82.3,7.65,151
692,8/3/17,246.960007,88.96,7.56,147.821,51.5257,40.005,31.565,56.05,7.1,134.11,62.82,136.19,82.5,7.62,149.679
693,8/4/17,247.410004,88.9899,7.65,147.58,51.38,39.25,31.87,55.92,7.06,134.802,63.17,136.3,82.69,6.35,150.2
694,8/7/17,247.869995,92.25,7.62,148.16,51.77,39.02,31.85,56.35,6.99,134.28,63.87,137.19,83.431,6.07,155.83
695,8/8/17,247.259995,90.681,7.89,147.92,51.91,38.9,31.6332,56.32,7.02,133.46,63.42,135.16,83.21,5.99,155.603
696,8/9/17,247.25,91.291,7.65,147.87,50.97,38.34,31.55,55.98,6.9,133.11,62.66,135.273,82.95,5.85,154.88
697,8/10/17,243.759995,88.67,7.11,145.6,50.96,37.485,31.13,55.68,6.9,131.24,61.99,130.23,83.185,5.65,150.3
698,8/11/17,244.119995,90.35,7.3668,146.63,50.691,38.22,31.46,55.72,6.83,130.29,62.54,130.64,82.8,5.57,153.97
699,8/14/17,246.539993,91.4801,7.93,149.352,51.83,38.57,31.8263,56.91,6.83,133.18,63.12,133.145,83.87,5.73,158.69
700,8/15/17,246.509995,90.79,8.055,150.39,52.12,38.175,32.15,57.12,6.85,133.07,62.64,131.42,84.07,5.73,159.87
701,8/16/17,246.940002,91.77,8.14,151.75,51.451,38.215,32.335,56.74,6.75,133.464,62.7,131.121,84.33,5.7,163.08
702,8/17/17,243.089996,90.2,8.4,148.809,50.86,38.065,30.909,56,6.7,131.36,61.32,127.709,82.92,5.94,159.3
703,8/18/17,242.710007,90.62,8.32,148.23,50.7145,37.56,30.45,55.84,6.71,132.23,61.14,128.33,82.48,6.04,161.17
